Season,Week,Team,Day,Date,Win,OT,Home,Opp,Off_Pts,Def_Pts,G,Spread,Total,Point_Diff,Spread_Covered,Actual_vs_Expected
2022,16,HTX,Sat,December 24,1,0,0,OTI,19,14,15,3.0,35.5,5,1,-2.5
2022,17,HTX,Sun,January 1,0,0,1,JAX,3,31,16,3.0,43.0,-28,0,-9.0
2022,18,HTX,Sun,January 8,1,0,0,CLT,32,31,17,2.5,37.5,1,1,25.5
2022,1,CLT,Sun,September 11,0,1,0,HTX,20,20,1,-7.0,45.5,0,0,-5.5
2022,2,CLT,Sun,September 18,0,0,0,JAX,0,24,2,-3.0,45.0,-24,0,-21.0
2022,3,CLT,Sun,September 25,1,0,1,KAN,20,17,3,5.5,51.0,3,1,-14.0
2022,4,CLT,Sun,October 2,0,0,1,OTI,17,24,4,-3.5,43.0,-7,0,-2.0
2022,5,CLT,Thu,October 6,1,1,0,DEN,12,9,5,3.0,42.0,3,1,-21.0
2022,6,CLT,Sun,October 16,1,0,1,JAX,34,27,6,-1.5,41.0,7,1,20.0
2022,7,CLT,Sun,October 23,0,0,0,OTI,10,19,7,2.5,41.5,-9,0,-12.5
2022,8,CLT,Sun,October 30,0,0,1,WAS,16,17,8,-3.0,39.5,-1,0,-6.5
2022,9,CLT,Sun,November 6,0,0,0,NWE,3,26,9,5.0,40.5,-23,0,-11.5
2022,10,CLT,Sun,November 13,1,0,0,RAI,25,20,10,4.0,41.0,5,1,4.0
2022,11,CLT,Sun,November 20,0,0,1,PHI,16,17,11,6.5,45.5,-1,1,-12.5
2022,12,CLT,Mon,November 28,0,0,1,PIT,17,24,12,-2.5,39.5,-7,0,1.5
2022,13,CLT,Sun,December 4,0,0,0,DAL,19,54,13,10.5,44.5,-35,0,28.5
2022,15,CLT,Sat,December 17,0,1,0,MIN,36,39,14,3.5,47.5,-3,1,27.5
2022,16,CLT,Mon,December 26,0,0,1,SDG,3,20,15,4.0,45.5,-17,0,-22.5
2022,17,CLT,Sun,January 1,0,0,0,NYG,10,38,16,5.5,39.0,-28,0,9.0
2022,18,CLT,Sun,January 8,0,0,1,HTX,31,32,17,-2.5,37.5,-1,0,25.5
2022,1,JAX,Sun,September 11,0,0,0,WAS,22,28,1,3.0,43.0,-6,0,7.0
2022,2,JAX,Sun,September 18,1,0,1,CLT,24,0,2,3.0,45.0,24,1,-21.0
2022,3,JAX,Sun,September 25,1,0,0,SDG,38,10,3,3.0,42.5,28,1,5.5
2022,4,JAX,Sun,October 2,0,0,0,PHI,21,29,4,6.5,45.5,-8,0,4.5
2022,5,JAX,Sun,October 9,0,0,1,HTX,6,13,5,-7.0,43.5,-7,0,-24.5
2022,6,JAX,Sun,October 16,0,0,0,CLT,27,34,6,1.5,41.0,-7,0,20.0
2022,7,JAX,Sun,October 23,0,0,1,NYG,17,23,7,-3.0,43.5,-6,0,-3.5
2022,8,JAX,Sun,October 30,0,0,1,DEN,17,21,8,-2.0,40.5,-4,0,-2.5
2022,9,JAX,Sun,November 6,1,0,1,RAI,27,20,9,2.5,48.0,7,1,-1.0
2022,10,JAX,Sun,November 13,0,0,0,KAN,17,27,10,9.0,51.0,-10,0,-7.0
2022,12,JAX,Sun,November 27,1,0,1,RAV,28,27,11,3.5,43.0,1,1,12.0
2022,13,JAX,Sun,December 4,0,0,0,DET,14,40,12,1.0,51.0,-26,0,3.0
2022,14,JAX,Sun,December 11,1,0,0,OTI,36,22,13,3.5,41.0,14,1,17.0
2022,15,JAX,Sun,December 18,1,1,1,DAL,40,34,14,4.0,48.0,6,1,26.0
2022,16,JAX,Thu,December 22,1,0,0,NYJ,19,3,15,2.0,37.0,16,1,-15.0
2022,17,JAX,Sun,January 1,1,0,0,HTX,31,3,16,-3.0,43.0,28,1,-9.0
2022,18,JAX,Sat,January 7,1,0,1,OTI,20,16,17,-6.5,40.0,4,0,-4.0
2022,1,KAN,Sun,September 11,1,0,0,CRD,44,21,1,-6.5,54.0,23,1,11.0
2022,2,KAN,Thu,September 15,1,0,1,SDG,27,24,2,-4.0,54.0,3,0,-3.0
2022,3,KAN,Sun,September 25,0,0,0,CLT,17,20,3,-5.5,51.0,-3,0,-14.0
2022,4,KAN,Sun,October 2,1,0,0,TAM,41,31,4,1.0,46.0,10,1,26.0
2022,5,KAN,Mon,October 10,1,0,1,RAI,30,29,5,-7.0,51.5,1,0,7.5
2022,6,KAN,Sun,October 16,0,0,1,BUF,20,24,6,2.5,54.0,-4,0,-10.0
2022,7,KAN,Sun,October 23,1,0,0,SFO,44,23,7,-1.0,49.0,21,1,18.0
2022,9,KAN,Sun,November 6,1,1,1,OTI,20,17,8,-12.5,45.5,3,0,-8.5
2022,10,KAN,Sun,November 13,1,0,1,JAX,27,17,9,-9.0,51.0,10,1,-7.0
2022,11,KAN,Sun,November 20,1,0,0,SDG,30,27,10,-5.0,52.5,3,0,4.5
2022,12,KAN,Sun,November 27,1,0,1,RAM,26,10,11,-15.5,42.0,16,1,-6.0
2022,13,KAN,Sun,December 4,0,0,0,CIN,24,27,12,-2.5,53.0,-3,0,-2.0
2022,14,KAN,Sun,December 11,1,0,0,DEN,34,28,13,-8.5,44.0,6,0,18.0
2022,15,KAN,Sun,December 18,1,1,0,HTX,30,24,14,-14.5,48.5,6,0,5.5
2022,16,KAN,Sat,December 24,1,0,1,SEA,24,10,15,-10.0,49.5,14,1,-15.5
2022,17,KAN,Sun,January 1,1,0,1,DEN,27,24,16,-12.5,45.0,3,0,6.0
2022,18,KAN,Sat,January 7,1,0,0,RAI,31,13,17,-9.0,52.5,18,1,-8.5
2022,1,SDG,Sun,September 11,1,0,1,RAI,24,19,1,-3.5,52.5,5,1,-9.5
2022,2,SDG,Thu,September 15,0,0,0,KAN,24,27,2,4.0,54.0,-3,1,-3.0
2022,3,SDG,Sun,September 25,0,0,1,JAX,10,38,3,-3.0,42.5,-28,0,5.5
2022,4,SDG,Sun,October 2,1,0,0,HTX,34,24,4,-6.0,45.0,10,1,13.0
2022,5,SDG,Sun,October 9,1,0,0,CLE,30,28,5,-1.0,47.0,2,1,11.0
2022,6,SDG,Mon,October 17,1,1,1,DEN,19,16,6,-4.5,45.5,3,0,-10.5
2022,7,SDG,Sun,October 23,0,0,1,SEA,23,37,7,-4.5,50.5,-14,0,9.5
2022,9,SDG,Sun,November 6,1,0,0,ATL,20,17,8,-3.0,49.5,3,0,-12.5
2022,10,SDG,Sun,November 13,0,0,0,SFO,16,22,9,7.5,45.0,-6,1,-7.0
2022,11,SDG,Sun,November 20,0,0,1,KAN,27,30,10,5.0,52.5,-3,1,4.5
2022,12,SDG,Sun,November 27,1,0,0,CRD,25,24,11,-2.5,48.5,1,0,0.5
2022,13,SDG,Sun,December 4,0,0,0,RAI,20,27,12,2.5,49.5,-7,0,-2.5
2022,14,SDG,Sun,December 11,1,0,1,MIA,23,17,13,3.0,53.5,6,1,-13.5
2022,15,SDG,Sun,December 18,1,0,1,OTI,17,14,14,-3.0,46.5,3,0,-15.5
2022,16,SDG,Mon,December 26,1,0,0,CLT,20,3,15,-4.0,45.5,17,1,-22.5
2022,17,SDG,Sun,January 1,1,0,1,RAM,31,10,16,-6.5,41.5,21,1,-0.5
2022,18,SDG,Sun,January 8,0,0,0,DEN,28,31,17,3.0,39.5,-3,0,19.5
2022,1,RAM,Thu,September 8,0,0,1,BUF,10,31,1,2.5,52.0,-21,0,-11.0
2022,2,RAM,Sun,September 18,1,0,1,ATL,31,27,2,-10.0,46.5,4,0,11.5
2022,3,RAM,Sun,September 25,1,0,0,CRD,20,12,3,-3.5,48.5,8,1,-16.5
2022,4,RAM,Mon,October 3,0,0,0,SFO,9,24,4,1.5,42.5,-15,0,-9.5
2022,5,RAM,Sun,October 9,0,0,1,DAL,10,22,5,-5.5,42.0,-12,0,-10.0
2022,6,RAM,Sun,October 16,1,0,1,CAR,24,10,6,-10.0,41.5,14,1,-7.5
2022,8,RAM,Sun,October 30,0,0,1,SFO,14,31,7,-2.5,42.0,-17,0,3.0
2022,9,RAM,Sun,November 6,0,0,0,TAM,13,16,8,3.0,42.5,-3,0,-13.5
2022,10,RAM,Sun,November 13,0,0,1,CRD,17,27,9,-2.5,39.5,-10,0,4.5
2022,11,RAM,Sun,November 20,0,0,0,NOR,20,27,10,2.5,39.0,-7,0,8.0
2022,12,RAM,Sun,November 27,0,0,0,KAN,10,26,11,15.5,42.0,-16,0,-6.0
2022,13,RAM,Sun,December 4,0,0,1,SEA,23,27,12,7.0,41.0,-4,1,9.0
2022,14,RAM,Thu,December 8,1,0,1,RAI,17,16,13,6.0,44.5,1,1,-11.5
2022,15,RAM,Mon,December 19,0,0,0,GNB,12,24,14,7.0,39.5,-12,0,-3.5
2022,16,RAM,Sun,December 25,1,0,1,DEN,51,14,15,3.0,36.5,37,1,28.5
2022,17,RAM,Sun,January 1,0,0,0,SDG,10,31,16,6.5,41.5,-21,0,-0.5
2022,18,RAM,Sun,January 8,0,1,0,SEA,16,19,17,6.0,41.5,-3,1,-6.5
2022,1,RAI,Sun,September 11,0,0,0,SDG,19,24,1,3.5,52.5,-5,0,-9.5
2022,2,RAI,Sun,September 18,0,1,1,CRD,23,29,2,-5.5,51.5,-6,0,0.5
2022,3,RAI,Sun,September 25,0,0,0,OTI,22,24,3,-2.0,45.5,-2,0,0.5
2022,4,RAI,Sun,October 2,1,0,1,DEN,32,23,4,-2.5,45.5,9,1,9.5
2022,5,RAI,Mon,October 10,0,0,0,KAN,29,30,5,7.0,51.5,-1,1,7.5
2022,7,RAI,Sun,October 23,1,0,1,HTX,38,20,6,-7.0,46.0,18,1,12.0
2022,8,RAI,Sun,October 30,0,0,0,NOR,0,24,7,-1.5,49.5,-24,0,-25.5
2022,9,RAI,Sun,November 6,0,0,0,JAX,20,27,8,-2.5,48.0,-7,0,-1.0
2022,10,RAI,Sun,November 13,0,0,1,CLT,20,25,9,-4.0,41.0,-5,0,4.0
2022,11,RAI,Sun,November 20,1,1,0,DEN,22,16,10,2.5,41.0,6,1,-3.0
2022,12,RAI,Sun,November 27,1,1,0,SEA,40,34,11,4.0,47.5,6,1,26.5
2022,13,RAI,Sun,December 4,1,0,1,SDG,27,20,12,-2.5,49.5,7,1,-2.5
2022,14,RAI,Thu,December 8,0,0,0,RAM,16,17,13,-6.0,44.5,-1,0,-11.5
2022,15,RAI,Sun,December 18,1,0,1,NWE,30,24,14,-1.5,45.0,6,1,9.0
2022,16,RAI,Sat,December 24,0,0,0,PIT,10,13,15,2.0,38.0,-3,0,-15.0
2022,17,RAI,Sun,January 1,0,1,1,SFO,34,37,16,9.5,42.5,-3,1,28.5
2022,18,RAI,Sat,January 7,0,0,1,KAN,13,31,17,9.0,52.5,-18,0,-8.5
2022,1,MIA,Sun,September 11,1,0,1,NWE,20,7,1,-3.0,46.0,13,1,-19.0
2022,2,MIA,Sun,September 18,1,0,0,RAV,42,38,2,3.5,44.5,4,1,35.5
2022,3,MIA,Sun,September 25,1,0,1,BUF,21,19,3,4.5,53.0,2,1,-13.0
2022,4,MIA,Thu,September 29,0,0,0,CIN,15,27,4,3.5,47.5,-12,0,-5.5
2022,5,MIA,Sun,October 9,0,0,0,NYJ,17,40,5,-3.5,45.0,-23,0,12.0
2022,6,MIA,Sun,October 16,0,0,1,MIN,16,24,6,3.0,45.5,-8,0,-5.5
2022,7,MIA,Sun,October 23,1,0,1,PIT,16,10,7,-7.5,44.5,6,0,-18.5
2022,8,MIA,Sun,October 30,1,0,0,DET,31,27,8,-3.5,51.5,4,1,6.5
2022,9,MIA,Sun,November 6,1,0,0,CHI,35,32,9,-4.0,45.5,3,0,21.5
2022,10,MIA,Sun,November 13,1,0,1,CLE,39,17,10,-3.5,49.5,22,1,6.5
2022,12,MIA,Sun,November 27,1,0,1,HTX,30,15,11,-14.0,47.0,15,1,-2.0
2022,13,MIA,Sun,December 4,0,0,0,SFO,17,33,12,4.5,45.5,-16,0,4.5
2022,14,MIA,Sun,December 11,0,0,0,SDG,17,23,13,-3.0,53.5,-6,0,-13.5
2022,15,MIA,Sat,December 17,0,0,0,BUF,29,32,14,7.0,43.5,-3,1,17.5
2022,16,MIA,Sun,December 25,0,0,1,GNB,20,26,15,-3.5,49.5,-6,0,-3.5
2022,17,MIA,Sun,January 1,0,0,0,NWE,21,23,16,2.5,41.0,-2,1,3.0
2022,18,MIA,Sun,January 8,1,0,1,NYJ,11,6,17,-3.5,37.0,5,1,-20.0
2022,1,MIN,Sun,September 11,1,0,1,GNB,23,7,1,-2.5,46.0,16,1,-16.0
2022,2,MIN,Mon,September 19,0,0,0,PHI,7,24,2,2.5,50.5,-17,0,-19.5
2022,3,MIN,Sun,September 25,1,0,1,DET,28,24,3,-6.0,52.5,4,0,-0.5
2022,4,MIN,Sun,October 2,1,0,0,NOR,28,25,4,-3.5,42.0,3,0,11.0
2022,5,MIN,Sun,October 9,1,0,1,CHI,29,22,5,-7.5,44.0,7,0,7.0
2022,6,MIN,Sun,October 16,1,0,0,MIA,24,16,6,-3.0,45.5,8,1,-5.5
2022,8,MIN,Sun,October 30,1,0,1,CRD,34,26,7,-3.5,48.5,8,1,11.5
2022,9,MIN,Sun,November 6,1,0,0,WAS,20,17,8,-3.0,43.5,3,0,-6.5
2022,10,MIN,Sun,November 13,1,1,0,BUF,33,30,9,6.5,44.5,3,1,18.5
2022,11,MIN,Sun,November 20,0,0,1,DAL,3,40,10,1.5,48.5,-37,0,-5.5
2022,12,MIN,Thu,November 24,1,0,1,NWE,33,26,11,-2.5,42.5,7,1,16.5
2022,13,MIN,Sun,December 4,1,0,1,NYJ,27,22,12,-3.0,44.5,5,1,4.5
2022,14,MIN,Sun,December 11,0,0,0,DET,23,34,13,2.0,51.5,-11,0,5.5
2022,15,MIN,Sat,December 17,1,1,1,CLT,39,36,14,-3.5,47.5,3,0,27.5
2022,16,MIN,Sat,December 24,1,0,1,NYG,27,24,15,-4.0,49.5,3,0,1.5
2022,17,MIN,Sun,January 1,0,0,0,GNB,17,41,16,3.0,47.5,-24,0,10.5
2022,18,MIN,Sun,January 8,1,0,0,CHI,29,13,17,-7.0,42.5,16,1,-0.5
2022,1,NWE,Sun,September 11,0,0,0,MIA,7,20,1,3.0,46.0,-13,0,-19.0
2022,2,NWE,Sun,September 18,1,0,0,PIT,17,14,2,-2.5,40.5,3,1,-9.5
2022,3,NWE,Sun,September 25,0,0,1,RAV,26,37,3,2.5,44.0,-11,0,19.0
2022,4,NWE,Sun,October 2,0,1,0,GNB,24,27,4,9.5,40.0,-3,1,11.0
2022,5,NWE,Sun,October 9,1,0,1,DET,29,0,5,-3.0,45.5,29,1,-16.5
2022,6,NWE,Sun,October 16,1,0,0,CLE,38,15,6,2.5,43.0,23,1,10.0
2022,7,NWE,Mon,October 24,0,0,1,CHI,14,33,7,-8.5,40.5,-19,0,6.5
2022,8,NWE,Sun,October 30,1,0,0,NYJ,22,17,8,-2.5,40.0,5,1,-1.0
2022,9,NWE,Sun,November 6,1,0,1,CLT,26,3,9,-5.0,40.5,23,1,-11.5
2022,11,NWE,Sun,November 20,1,0,1,NYJ,10,3,10,-3.5,38.0,7,1,-25.0
2022,12,NWE,Thu,November 24,0,0,0,MIN,26,33,11,2.5,42.5,-7,0,16.5
2022,13,NWE,Thu,December 1,0,0,1,BUF,10,24,12,3.5,43.5,-14,0,-9.5
2022,14,NWE,Mon,December 12,1,0,0,CRD,27,13,13,-1.5,43.5,14,1,-3.5
2022,15,NWE,Sun,December 18,0,0,0,RAI,24,30,14,1.5,45.0,-6,0,9.0
2022,16,NWE,Sat,December 24,0,0,1,CIN,18,22,15,3.0,41.5,-4,0,-1.5
2022,17,NWE,Sun,January 1,1,0,1,MIA,23,21,16,-2.5,41.0,2,0,3.0
2022,18,NWE,Sun,January 8,0,0,0,BUF,23,35,17,7.5,43.5,-12,0,14.5
2022,1,NOR,Sun,September 11,1,0,0,ATL,27,26,1,-5.5,43.5,1,0,9.5
2022,2,NOR,Sun,September 18,0,0,1,TAM,10,20,2,2.5,44.0,-10,0,-14.0
2022,3,NOR,Sun,September 25,0,0,0,CAR,14,22,3,-2.5,41.0,-8,0,-5.0
2022,4,NOR,Sun,October 2,0,0,1,MIN,25,28,4,3.5,42.0,-3,1,11.0
2022,5,NOR,Sun,October 9,1,0,1,SEA,39,32,5,-5.0,45.0,7,1,26.0
2022,6,NOR,Sun,October 16,0,0,1,CIN,26,30,6,3.0,43.0,-4,0,13.0
2022,7,NOR,Thu,October 20,0,0,0,CRD,34,42,7,2.5,44.0,-8,0,32.0
2022,8,NOR,Sun,October 30,1,0,1,RAI,24,0,8,1.5,49.5,24,1,-25.5
2022,9,NOR,Mon,November 7,0,0,1,RAV,13,27,9,1.5,46.5,-14,0,-6.5
2022,10,NOR,Sun,November 13,0,0,0,PIT,10,20,10,-1.0,40.0,-10,0,-10.0
2022,11,NOR,Sun,November 20,1,0,1,RAM,27,20,11,-2.5,39.0,7,1,8.0
2022,12,NOR,Sun,November 27,0,0,0,SFO,0,13,12,9.0,43.0,-13,0,-30.0
2022,13,NOR,Mon,December 5,0,0,0,TAM,16,17,13,3.0,41.0,-1,1,-8.0
2022,15,NOR,Sun,December 18,1,0,1,ATL,21,18,14,-4.0,43.5,3,0,-4.5
2022,16,NOR,Sat,December 24,1,0,0,CLE,17,10,15,3.0,32.0,7,1,-5.0
2022,17,NOR,Sun,January 1,1,0,0,PHI,20,10,16,5.5,41.5,10,1,-11.5
2022,18,NOR,Sun,January 8,0,0,1,CAR,7,10,17,-3.5,41.5,-3,0,-24.5
2022,1,NYG,Sun,September 11,1,0,0,OTI,21,20,1,5.0,44.0,1,1,-3.0
2022,2,NYG,Sun,September 18,1,0,1,CAR,19,16,2,-2.0,43.5,3,1,-8.5
2022,3,NYG,Mon,September 26,0,0,1,DAL,16,23,3,-1.0,39.0,-7,0,0.0
2022,4,NYG,Sun,October 2,1,0,1,CHI,20,12,4,-3.0,39.0,8,1,-7.0
2022,5,NYG,Sun,October 9,1,0,0,GNB,27,22,5,8.0,41.5,5,1,7.5
2022,6,NYG,Sun,October 16,1,0,1,RAV,24,20,6,5.5,45.5,4,1,-1.5
2022,7,NYG,Sun,October 23,1,0,0,JAX,23,17,7,3.0,43.5,6,1,-3.5
2022,8,NYG,Sun,October 30,0,0,0,SEA,13,27,8,3.0,44.5,-14,0,-4.5
2022,10,NYG,Sun,November 13,1,0,1,HTX,24,16,9,-4.5,41.0,8,1,-1.0
2022,11,NYG,Sun,November 20,0,0,1,DET,18,31,10,-3.0,44.5,-13,0,4.5
2022,12,NYG,Thu,November 24,0,0,0,DAL,20,28,11,10.0,45.5,-8,1,2.5
2022,13,NYG,Sun,December 4,0,1,1,WAS,20,20,12,2.0,40.5,0,1,-0.5
2022,14,NYG,Sun,December 11,0,0,1,PHI,22,48,13,7.0,45.0,-26,0,25.0
2022,15,NYG,Sun,December 18,1,0,0,WAS,20,12,14,4.5,40.5,8,1,-8.5
2022,16,NYG,Sat,December 24,0,0,0,MIN,24,27,15,4.0,49.5,-3,1,1.5
2022,17,NYG,Sun,January 1,1,0,1,CLT,38,10,16,-5.5,39.0,28,1,9.0
2022,18,NYG,Sun,January 8,0,0,0,PHI,16,22,17,16.0,42.0,-6,1,-4.0
2022,1,NYJ,Sun,September 11,0,0,1,RAV,9,24,1,6.5,44.0,-15,0,-11.0
2022,2,NYJ,Sun,September 18,1,0,0,CLE,31,30,2,6.5,39.5,1,1,21.5
2022,3,NYJ,Sun,September 25,0,0,1,CIN,12,27,3,6.0,45.0,-15,0,-6.0
2022,4,NYJ,Sun,October 2,1,0,0,PIT,24,20,4,3.5,41.5,4,1,2.5
2022,5,NYJ,Sun,October 9,1,0,1,MIA,40,17,5,3.5,45.0,23,1,12.0
2022,6,NYJ,Sun,October 16,1,0,0,GNB,27,10,6,7.5,45.0,17,1,-8.0
2022,7,NYJ,Sun,October 23,1,0,0,DEN,16,9,7,-1.5,37.0,7,1,-12.0
2022,8,NYJ,Sun,October 30,0,0,1,NWE,17,22,8,2.5,40.0,-5,0,-1.0
2022,9,NYJ,Sun,November 6,1,0,1,BUF,20,17,9,11.0,46.0,3,1,-9.0
2022,11,NYJ,Sun,November 20,0,0,0,NWE,3,10,10,3.5,38.0,-7,0,-25.0
2022,12,NYJ,Sun,November 27,1,0,1,CHI,31,10,11,-7.0,38.5,21,1,2.5
2022,13,NYJ,Sun,December 4,0,0,0,MIN,22,27,12,3.0,44.5,-5,0,4.5
2022,14,NYJ,Sun,December 11,0,0,0,BUF,12,20,13,10.0,43.0,-8,1,-11.0
2022,15,NYJ,Sun,December 18,0,0,1,DET,17,20,14,-1.0,43.5,-3,0,-6.5
2022,16,NYJ,Thu,December 22,0,0,1,JAX,3,19,15,-2.0,37.0,-16,0,-15.0
2022,17,NYJ,Sun,January 1,0,0,0,SEA,6,23,16,-1.5,42.5,-17,0,-13.5
2022,18,NYJ,Sun,January 8,0,0,0,MIA,6,11,17,3.5,37.0,-5,0,-20.0
2022,1,PHI,Sun,September 11,1,0,0,DET,38,35,1,-6.0,48.5,3,0,24.5
2022,2,PHI,Mon,September 19,1,0,1,MIN,24,7,2,-2.5,50.5,17,1,-19.5
2022,3,PHI,Sun,September 25,1,0,0,WAS,24,8,3,-6.0,47.5,16,1,-15.5
2022,4,PHI,Sun,October 2,1,0,1,JAX,29,21,4,-6.5,45.5,8,1,4.5
2022,5,PHI,Sun,October 9,1,0,0,CRD,20,17,5,-5.0,49.0,3,0,-12.0
2022,6,PHI,Sun,October 16,1,0,1,DAL,26,17,6,-6.5,42.0,9,1,1.0
2022,8,PHI,Sun,October 30,1,0,1,PIT,35,13,7,-10.5,43.0,22,1,5.0
2022,9,PHI,Thu,November 3,1,0,0,HTX,29,17,8,-13.5,45.5,12,0,0.5
2022,10,PHI,Mon,November 14,0,0,1,WAS,21,32,9,-10.5,43.5,-11,0,9.5
2022,11,PHI,Sun,November 20,1,0,0,CLT,17,16,10,-6.5,45.5,1,0,-12.5
2022,12,PHI,Sun,November 27,1,0,1,GNB,40,33,11,-6.5,46.0,7,1,27.0
2022,13,PHI,Sun,December 4,1,0,1,OTI,35,10,12,-4.0,44.0,25,1,1.0
2022,14,PHI,Sun,December 11,1,0,0,NYG,48,22,13,-7.0,45.0,26,1,25.0
2022,15,PHI,Sun,December 18,1,0,0,CHI,25,20,14,-8.5,48.5,5,0,-3.5
2022,16,PHI,Sat,December 24,0,0,0,DAL,34,40,15,4.5,47.0,-6,0,27.0
2022,17,PHI,Sun,January 1,0,0,1,NOR,10,20,16,-5.5,41.5,-10,0,-11.5
2022,18,PHI,Sun,January 8,1,0,1,NYG,22,16,17,-16.0,42.0,6,0,-4.0
2022,1,PIT,Sun,September 11,1,1,0,CIN,23,20,1,7.0,44.0,3,1,-1.0
2022,2,PIT,Sun,September 18,0,0,1,NWE,14,17,2,2.5,40.5,-3,0,-9.5
2022,3,PIT,Thu,September 22,0,0,0,CLE,17,29,3,4.5,38.5,-12,0,7.5
2022,4,PIT,Sun,October 2,0,0,1,NYJ,20,24,4,-3.5,41.5,-4,0,2.5
2022,5,PIT,Sun,October 9,0,0,0,BUF,3,38,5,14.0,45.5,-35,0,-4.5
2022,6,PIT,Sun,October 16,1,0,1,TAM,20,18,6,9.5,46.0,2,1,-8.0
2022,7,PIT,Sun,October 23,0,0,0,MIA,10,16,7,7.5,44.5,-6,1,-18.5
2022,8,PIT,Sun,October 30,0,0,0,PHI,13,35,8,10.5,43.0,-22,0,5.0
2022,10,PIT,Sun,November 13,1,0,1,NOR,20,10,9,1.0,40.0,10,1,-10.0
2022,11,PIT,Sun,November 20,0,0,1,CIN,30,37,10,3.5,40.0,-7,0,27.0
2022,12,PIT,Mon,November 28,1,0,0,CLT,24,17,11,2.5,39.5,7,1,1.5
2022,13,PIT,Sun,December 4,1,0,0,ATL,19,16,12,1.0,43.0,3,1,-8.0
2022,14,PIT,Sun,December 11,0,0,1,RAV,14,16,13,-1.5,36.5,-2,0,-6.5
2022,15,PIT,Sun,December 18,1,0,0,CAR,24,16,14,2.5,37.5,8,1,2.5
2022,16,PIT,Sat,December 24,1,0,1,RAI,13,10,15,-2.0,38.0,3,1,-15.0
2022,17,PIT,Sun,January 1,1,0,0,RAV,16,13,16,2.5,35.0,3,1,-6.0
2022,18,PIT,Sun,January 8,1,0,1,CLE,28,14,17,-2.5,40.0,14,1,2.0
2022,1,SEA,Mon,September 12,1,0,1,DEN,17,16,1,6.5,44.5,1,1,-11.5
2022,2,SEA,Sun,September 18,0,0,0,SFO,7,27,2,9.0,40.5,-20,0,-6.5
2022,3,SEA,Sun,September 25,0,0,1,ATL,23,27,3,-1.0,42.0,-4,0,8.0
2022,4,SEA,Sun,October 2,1,0,0,DET,48,45,4,3.5,48.0,3,1,45.0
2022,5,SEA,Sun,October 9,0,0,0,NOR,32,39,5,5.0,45.0,-7,0,26.0
2022,6,SEA,Sun,October 16,1,0,1,CRD,19,9,6,2.5,50.5,10,1,-22.5
2022,7,SEA,Sun,October 23,1,0,0,SDG,37,23,7,4.5,50.5,14,1,9.5
2022,8,SEA,Sun,October 30,1,0,1,NYG,27,13,8,-3.0,44.5,14,1,-4.5
2022,9,SEA,Sun,November 6,1,0,0,CRD,31,21,9,2.0,49.0,10,1,3.0
2022,10,SEA,Sun,November 13,0,0,0,TAM,16,21,10,2.5,45.0,-5,0,-8.0
2022,12,SEA,Sun,November 27,0,1,1,RAI,34,40,11,-4.0,47.5,-6,0,26.5
2022,13,SEA,Sun,December 4,1,0,0,RAM,27,23,12,-7.0,41.0,4,0,9.0
2022,14,SEA,Sun,December 11,0,0,1,CAR,24,30,13,-4.0,44.5,-6,0,9.5
2022,15,SEA,Thu,December 15,0,0,1,SFO,13,21,14,3.0,43.0,-8,0,-9.0
2022,16,SEA,Sat,December 24,0,0,0,KAN,10,24,15,10.0,49.5,-14,0,-15.5
2022,17,SEA,Sun,January 1,1,0,1,NYJ,23,6,16,1.5,42.5,17,1,-13.5
2022,18,SEA,Sun,January 8,1,1,1,RAM,19,16,17,-6.0,41.5,3,0,-6.5
2022,1,SFO,Sun,September 11,0,0,0,CHI,10,19,1,-6.0,38.0,-9,0,-9.0
2022,2,SFO,Sun,September 18,1,0,1,SEA,27,7,2,-9.0,40.5,20,1,-6.5
2022,3,SFO,Sun,September 25,0,0,0,DEN,10,11,3,-1.5,44.5,-1,0,-23.5
2022,4,SFO,Mon,October 3,1,0,1,RAM,24,9,4,-1.5,42.5,15,1,-9.5
2022,5,SFO,Sun,October 9,1,0,0,CAR,37,15,5,-6.5,39.5,22,1,12.5
2022,6,SFO,Sun,October 16,0,0,0,ATL,14,28,6,-4.5,45.0,-14,0,-3.0
2022,7,SFO,Sun,October 23,0,0,1,KAN,23,44,7,1.0,49.0,-21,0,18.0
2022,8,SFO,Sun,October 30,1,0,0,RAM,31,14,8,2.5,42.0,17,1,3.0
2022,10,SFO,Sun,November 13,1,0,1,SDG,22,16,9,-7.5,45.0,6,0,-7.0
2022,11,SFO,Mon,November 21,1,0,0,CRD,38,10,10,-8.0,43.0,28,1,5.0
2022,12,SFO,Sun,November 27,1,0,1,NOR,13,0,11,-9.0,43.0,13,1,-30.0
2022,13,SFO,Sun,December 4,1,0,1,MIA,33,17,12,-4.5,45.5,16,1,4.5
2022,14,SFO,Sun,December 11,1,0,1,TAM,35,7,13,-3.5,37.5,28,1,4.5
2022,15,SFO,Thu,December 15,1,0,0,SEA,21,13,14,-3.0,43.0,8,1,-9.0
2022,16,SFO,Sat,December 24,1,0,1,WAS,37,20,15,-6.5,37.5,17,1,19.5
2022,17,SFO,Sun,January 1,1,1,0,RAI,37,34,16,-9.5,42.5,3,0,28.5
2022,18,SFO,Sun,January 8,1,0,1,CRD,38,13,17,-14.0,39.5,25,1,11.5
